claim_id,claim_type,status,confidence,title,claim_text,primary_basis,linked_mechanics,linked_contradictions,linked_unknowns,source_document,page_or_sheet,section_heading,category,evidence_type,planner_implication,needs_live_verification
CL-0065,source_extracted_rule,Extracted,Medium,Population curve for Tier 3 - Orbital at Water World,"For Tier 3 - Orbital at Water World, rapid-build population is 365m, inflection population is 912.5m, asymptotic population is 1,825m, and the listed body multiplier is TBD.",MG-0001,M-0012,,,MG-0001 Elite Dangerous Colonization Mega Guide,75,"What Does Population Affect, And How Do I Grow It?",population_curve,reference_source_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0066,source_extracted_rule,Extracted,Medium,Population curve for Tier 2 - Orbital at Water World,"For Tier 2 - Orbital at Water World, rapid-build population is TBD, inflection population is TBD, asymptotic population is TBD, and the listed body multiplier is TBD.",MG-0001,M-0012,,,MG-0001 Elite Dangerous Colonization Mega Guide,75,"What Does Population Affect, And How Do I Grow It?",population_curve,reference_source_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0067,source_extracted_rule,Extracted,Medium,Population curve for Tier 1 - Orbital at Water World,"For Tier 1 - Orbital at Water World, rapid-build population is TBD, inflection population is TBD, asymptotic population is TBD, and the listed body multiplier is TBD.",MG-0001,M-0012,,,MG-0001 Elite Dangerous Colonization Mega Guide,75,"What Does Population Affect, And How Do I Grow It?",population_curve,reference_source_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0068,source_extracted_rule,Extracted,Medium,Population curve for Tier 3 - Orbital at Main Sequence Star,"For Tier 3 - Orbital at Main Sequence Star, rapid-build population is TBD, inflection population is TBD, asymptotic population is TBD, and the listed body multiplier is TBD.",MG-0001,M-0012,,,MG-0001 Elite Dangerous Colonization Mega Guide,75,"What Does Population Affect, And How Do I Grow It?",population_curve,reference_source_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0069,source_extracted_rule,Extracted,Medium,Population curve for Tier 2 - Orbital at Main Sequence Star,"For Tier 2 - Orbital at Main Sequence Star, rapid-build population is TBD, inflection population is TBD, asymptotic population is TBD, and the listed body multiplier is TBD.",MG-0001,M-0012,,,MG-0001 Elite Dangerous Colonization Mega Guide,75,"What Does Population Affect, And How Do I Grow It?",population_curve,reference_source_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0070,source_extracted_rule,Extracted,Medium,Population curve for Tier 1 - Orb. (Crim.) at Main Sequence Star,"For Tier 1 - Orb. (Crim.) at Main Sequence Star, rapid-build population is 1.96k, inflection population is 27.37k, asymptotic population is 136.85k, and the listed body multiplier is 1.0x.",MG-0001,M-0012,,,MG-0001 Elite Dangerous Colonization Mega Guide,75,"What Does Population Affect, And How Do I Grow It?",population_curve,reference_source_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,no
CL-0072,source_extracted_rule,Extracted,Medium,Population curve for Tier 1 - Planetary at HMC World,"For Tier 1 - Planetary at HMC World, rapid-build population is 9.6m, inflection population is 24m, asymptotic population is 48m, and the listed body multiplier is TBD.",MG-0001,M-0012,,,MG-0001 Elite Dangerous Colonization Mega Guide,75,"What Does Population Affect, And How Do I Grow It?",population_curve,reference_source_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0073,source_extracted_rule,Extracted,Medium,Population curve for Tier 1 - Orb. (Comm.) at Icy Body,"For Tier 1 - Orb. (Comm.) at Icy Body, rapid-build population is 5.43k, inflection population is 76.02k, asymptotic population is 380.01k, and the listed body multiplier is TBD.",MG-0001,M-0012,,,MG-0001 Elite Dangerous Colonization Mega Guide,75,"What Does Population Affect, And How Do I Grow It?",population_curve,reference_source_table,Use body-specific population curves when comparing expected long-run output from otherwise similar facilities.,yes
CL-0075,source_extracted_caveat,Extracted,High,Orbital Station Moves Away at High Speed - Unable to Dock,"Orbital Station Moves Away at High Speed - Unable to Dock: Under certain conditions the frame of reference for orbital construction sites is incorrect, and such sites become impossible to reach Workaround: Avoid building around closely-orbiting moons and/or binary bodies in close proximity to each other and/or large stars and non-main-sequence-stars. Tracker: https://issues.frontierstore.net/issue-detail/75280.",MG-0001,M-0013,,,MG-0001 Elite Dangerous Colonization Mega Guide,92,"Bugs, Known Issues, And Possible Workarounds",bug_or_workaround,reference_source_table,Treat affected facility classes or workarounds as planner warnings rather than optional trivia.,yes
CL-0076,source_extracted_caveat,Extracted,High,List of commanders who completed station missing.,List of commanders who completed station missing.: CMDR’s contribution isn’t correctly reported in ports bulletin board Workaround: Learn to live with a bruised ego for the time being. Tracker: https://issues.frontierstore.net/issue-detail/74618.,MG-0001,M-0013,,,MG-0001 Elite Dangerous Colonization Mega Guide,92,"Bugs, Known Issues, And Possible Workarounds",bug_or_workaround,reference_source_table,Treat affected facility classes or workarounds as planner warnings rather than optional trivia.,yes
CL-0077,source_extracted_caveat,Extracted,High,"""You are in danger"" quitting delay shown when landed on construction site","""You are in danger"" quitting delay shown when landed on construction site: Logging off at construction sites triggers the 15-second “in danger” countdown timer Workaround: Wait out the timer, or log out elsewhere. Tracker: https://issues.frontierstore.net/issue-detail/73254.",MG-0001,M-0013,,,MG-0001 Elite Dangerous Colonization Mega Guide,92,"Bugs, Known Issues, And Possible Workarounds",bug_or_workaround,reference_source_table,Treat affected facility classes or workarounds as planner warnings rather than optional trivia.,yes
CL-0078,source_extracted_caveat,Extracted,High,Terraformorable modifier for agriculture not working,Terraformorable modifier for agriculture not working: Planets which are “Candidates for Terraforming” should boost agriculture - but they presently don’t Workaround: Take the missing modifier into consideration when building. Tracker: TBD.,MG-0001,M-0013,,,MG-0001 Elite Dangerous Colonization Mega Guide,92,"Bugs, Known Issues, And Possible Workarounds",bug_or_workaround,reference_source_table,Treat affected facility classes or workarounds as planner warnings rather than optional trivia.,yes
CL-0079,source_extracted_caveat,Extracted,High,Agriculture Planetary ports bug out / produce no agri goods,Agriculture Planetary ports bug out / produce no agri goods: Occasionally planetary (but not orbital) ports can “bug out” and produce no agricultural commodities at all Workaround: Focus on orbital agricultural facilities for the time being. Tracker: TBD.,MG-0001,M-0013,,,MG-0001 Elite Dangerous Colonization Mega Guide,92,"Bugs, Known Issues, And Possible Workarounds",bug_or_workaround,reference_source_table,Treat affected facility classes or workarounds as planner warnings rather than optional trivia.,yes
CL-0080,source_extracted_caveat,Extracted,High,Vista Genomics and Pioneer Supplies are always available,Vista Genomics and Pioneer Supplies are always available: Requirements for Vista Genomics and Pioneer supply to “activate” in certain facilities do NOT apply - they are always active. Workaround: Just be aware that one day the requirements may be fixed.. Tracker: TBD.,MG-0001,M-0013,,,MG-0001 Elite Dangerous Colonization Mega Guide,92,"Bugs, Known Issues, And Possible Workarounds",bug_or_workaround,reference_source_table,Treat affected facility classes or workarounds as planner warnings rather than optional trivia.,yes
CL-0081,source_extracted_rule,Extracted,Medium,Overlap material for Agriculture + Extraction,Appendix D lists overlap details for Agriculture + Extraction: Both / surface and orbital: supply boosted [none]; demand boosted [Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers]; cannibalized [Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Biowaste] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [Water /] Surface / Only: supply boosted [Water]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [none],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Agriculture + Extraction overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0082,source_extracted_rule,Extracted,Medium,Overlap material for Agriculture + High Tech,Appendix D lists overlap details for Agriculture + High Tech: Both / surface and orbital: supply boosted [none]; demand boosted [Power Generators / Water Purifiers]; cannibalized [Pesticides / Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Agri-Medicines / Basic Medicines / Combat Stabilisers / Land Enrichment Systems / Biowaste / Battle Weapons / Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Survival Equipment]; cannibalized [Evacuation Shelter / Structural Regulators],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Agriculture + High Tech overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0083,source_extracted_rule,Extracted,Medium,Overlap material for Agriculture + Industrial,Appendix D lists overlap details for Agriculture + Industrial: Both / surface and orbital: supply boosted [none]; demand boosted [Combat Stabilisers / Non-Lethal Weapons / Reactive Armour]; cannibalized [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Crop Harvesters / Power Generators / Water Purifiers / Basic Medicines / Biowaste / Battle Weapons] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Structural Regulators]; cannibalized [Survival Equipment],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Agriculture + Industrial overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0084,source_extracted_rule,Extracted,Medium,Overlap material for Agriculture + Military,Appendix D lists overlap details for Agriculture + Military: Both / surface and orbital: supply boosted [none]; demand boosted [Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers]; cannibalized [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Biowaste / Battle Weapons / Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [none],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Agriculture + Military overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0085,source_extracted_rule,Extracted,Medium,Overlap material for Agriculture + Refinery,Appendix D lists overlap details for Agriculture + Refinery: Both / surface and orbital: supply boosted [none]; demand boosted [Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / Battle Weapons / Non-Lethal Weapons / Reactive Armour]; cannibalized [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Biowaste] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [Surface Stabilisers],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Agriculture + Refinery overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0086,source_extracted_rule,Extracted,Medium,Overlap material for Agriculture + Service,Appendix D lists overlap details for Agriculture + Service: Both / surface and orbital: supply boosted [Beer / Liquor / Wine /]; demand boosted [none]; cannibalized [Biowaste] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [none]; cannibalized [none],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Agriculture + Service overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0087,source_extracted_rule,Extracted,Medium,Overlap material for Agriculture + Terraforming,Appendix D lists overlap details for Agriculture + Terraforming: Both / surface and orbital: supply boosted [none]; demand boosted [Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / Land Enrichment Systems / Non-Lethal Weapons / Reactive Armour]; cannibalized [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Biowaste] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [none],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Agriculture + Terraforming overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0088,source_extracted_rule,Extracted,Medium,Overlap material for Agriculture + Tourism,Appendix D lists overlap details for Agriculture + Tourism: Both / surface and orbital: supply boosted [none]; demand boosted [Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / Non-Lethal Weapons / Reactive Armour]; cannibalized [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [none],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Agriculture + Tourism overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0089,source_extracted_rule,Extracted,Medium,Overlap material for Extraction + High Tech,Appendix D lists overlap details for Extraction + High Tech: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers]; cannibalized [Basic Medicines / Combat Stabilisers / Bioreducing Lichen / H.E. Suits / Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [Water]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Survival Equipment / Building Fabricators / Geological Equipment / Thermal Cooling Units]; cannibalized [Water / Evacuation Shelter / Muon Imager / Structural Regulators],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Extraction + High Tech overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0090,source_extracted_rule,Extracted,Medium,Overlap material for Extraction + Industrial,Appendix D lists overlap details for Extraction + Industrial: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Beer / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Aluminium / H.E. Suits / Non-Lethal Weapons / Reactive Armour]; cannibalized [Liquor / Food Cartridges / Mineral Extractors / Power Generators / Water Purifiers / Basic Medicines] Orbital / Only: supply boosted [none]; demand boosted [Water]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Structural Regulators]; cannibalized [Water / Survival Equipment / Building Fabricators / Geological Equipment / Thermal Cooling Units / Muon Imager],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Extraction + Industrial overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0091,source_extracted_rule,Extracted,Medium,Overlap material for Extraction + Military,Appendix D lists overlap details for Extraction + Military: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / H.E. Suits]; cannibalized [Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [Water]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Building Fabricators / Geological Equipment / Thermal Cooling Units / Muon Imager / Structural Regulators]; cannibalized [Water],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Extraction + Military overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0092,source_extracted_rule,Extracted,Medium,Overlap material for Extraction + Refinery,Appendix D lists overlap details for Extraction + Refinery: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / H.E. Suits / Non-Lethal Weapons / Reactive Armour]; cannibalized [Aluminium] Orbital / Only: supply boosted [none]; demand boosted [Water]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [Surface Stabilisers / Water],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Extraction + Refinery overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0093,source_extracted_rule,Extracted,Medium,Overlap material for Extraction + Service,Appendix D lists overlap details for Extraction + Service: Both / surface and orbital: supply boosted [none]; demand boosted [none]; cannibalized [Beer / Liquor / Wine / Biowaste / Battle Weapons] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [none]; cannibalized [none],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Extraction + Service overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0094,source_extracted_rule,Extracted,Medium,Overlap material for Extraction + Terraforming,Appendix D lists overlap details for Extraction + Terraforming: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / Non-Lethal Weapons / Reactive Armour]; cannibalized [none] Orbital / Only: supply boosted [none]; demand boosted [Water]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Structural Regulators]; cannibalized [Water],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Extraction + Terraforming overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0095,source_extracted_rule,Extracted,Medium,Overlap material for Extraction + Tourism,Appendix D lists overlap details for Extraction + Tourism: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers / Basic Medicines / Combat Stabilisers / Non-Lethal Weapons / Reactive Armour]; cannibalized [none] Orbital / Only: supply boosted [none]; demand boosted [Water]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Survival Equipment / Building Fabricators / Thermal Cooling Units / Structural Regulators]; cannibalized [Water],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Extraction + Tourism overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0096,source_extracted_rule,Extracted,Medium,Overlap material for High Tech + Industrial,Appendix D lists overlap details for High Tech + Industrial: Both / surface and orbital: supply boosted [Basic Medicines / Biowaste / Battle Weapons]; demand boosted [Water / Beer / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / Ceramic Composites / CMM Composite / Insulating Membrane / Superconductors / Emergency Power Cells]; cannibalized [Liquor / Food Cartridges / Power Generators / Water Purifiers / Combat Stabilisers / H.E. Suits / Micro Controllers / Robotics / Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [Muon Imager]; demand boosted [Surface Stabilisers]; cannibalized [Evacuation Shelter / Survival Equipment / Building Fabricators / Geological Equipment / Thermal Cooling Units / Structural Regulators],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the High Tech + Industrial overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0097,source_extracted_rule,Extracted,Medium,Overlap material for High Tech + Military,Appendix D lists overlap details for High Tech + Military: Both / surface and orbital: supply boosted [Biowaste / Battle Weapons / Non-Lethal Weapons / Reactive Armour]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / CMM Composite / Insulating Membrane / Emergency Power Cells / Power Generators / Water Purifiers / Computer Components]; cannibalized [Basic Medicines / Combat Stabilisers / H.E. Suits / Medical Diagnostic Equipment / Micro Controllers] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Survival Equipment / Building Fabricators / Geological Equipment / Thermal Cooling Units / Emergency Power Cells]; cannibalized [Evacuation Shelter / Muon Imager / Structural Regulators],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the High Tech + Military overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0098,source_extracted_rule,Extracted,Medium,Overlap material for High Tech + Refinery,Appendix D lists overlap details for High Tech + Refinery: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers]; cannibalized [Superconductors / Microbial Furnaces / Basic Medicines / Combat Stabilisers / Advanced Catalysers / H.E. Suits / Resonating Separators / Battle Weapons / Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [Insulating Membrane] Surface / Only: supply boosted [none]; demand boosted [Survival Equipment]; cannibalized [Surface Stabilisers / Evacuation Shelter / Ceramic Composites / CMM Composite / Structural Regulators],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the High Tech + Refinery overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0099,source_extracted_rule,Extracted,Medium,Overlap material for High Tech + Service,Appendix D lists overlap details for High Tech + Service: Both / surface and orbital: supply boosted [Biowaste / Battle Weapons]; demand boosted [none]; cannibalized [Beer / Liquor / Wine /] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [none]; cannibalized [none],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the High Tech + Service overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0100,source_extracted_rule,Extracted,Medium,Overlap material for High Tech + Terraforming,Appendix D lists overlap details for High Tech + Terraforming: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Superconductors / Power Generators / Water Purifiers]; cannibalized [Basic Medicines / Combat Stabilisers / Land Enrichment Systems / Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Survival Equipment]; cannibalized [Evacuation Shelter / Structural Regulators],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the High Tech + Terraforming overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0101,source_extracted_rule,Extracted,Medium,Overlap material for High Tech + Tourism,Appendix D lists overlap details for High Tech + Tourism: Both / surface and orbital: supply boosted [Biowaste]; demand boosted [Water / Beer / Liquor / Wine / Animal Meat / Coffee / Fish / Food Cartridges / Fruit and Vegetables / Grain / Tea / Power Generators / Water Purifiers]; cannibalized [Basic Medicines / Combat Stabilisers / Non-Lethal Weapons / Reactive Armour] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Survival Equipment / Building Fabricators / Thermal Cooling Units]; cannibalized [Evacuation Shelter / Structural Regulators],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the High Tech + Tourism overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
CL-0102,source_extracted_rule,Extracted,Medium,Overlap material for Industrial + Military,Appendix D lists overlap details for Industrial + Military: Both / surface and orbital: supply boosted [Biowaste / Battle Weapons]; demand boosted [Water / Beer / Wine / Animal Meat / Coffee / Fish / Fruit and Vegetables / Grain / Tea / CMM Composite / Insulating Membrane / Polymers / Combat Stabilisers / Steel / Titanium / H.E. Suits / Micro Controllers]; cannibalized [Survival Equipment / Building Fabricators / Geological Equipment / Thermal Cooling Units] Orbital / Only: supply boosted [none]; demand boosted [none]; cannibalized [none] Surface / Only: supply boosted [none]; demand boosted [Surface Stabilisers / Evacuation Shelter / Structural Regulators]; cannibalized [Survival Equipment / Building Fabricators / Geological Equipment / Thermal Cooling Units / Muon Imager],MG-0001,M-0010,,U-0001; U-0002,MG-0001 Elite Dangerous Colonization Mega Guide,100,Appendix D: Detailed Overlap Of Economy Pairs,economy_pair_overlap,reference_source_appendix_table,Use the Industrial + Military overlap table when deciding whether a third-or-lower economy is tolerable at a target port.,yes
