node_id,node_type,title,status,category,source_ref,path_or_ref
U-0015,unknown,Body-specific population multipliers beyond current sample rows,Open,unknown,M-0012; LV-0008,docs/unknowns_register.md
U-0016,unknown,Demolition impact on population,Open,unknown,M-0012; LV-0009,docs/unknowns_register.md
U-0017,unknown,Actual landing pad availability by settlement variant,Open,unknown,M-0009; M-0013; LV-0010,docs/unknowns_register.md
U-0018,unknown,Main-port weak-link generation exceptions,Open,unknown,M-0006; M-0009; LV-0011,docs/unknowns_register.md
U-0019,unknown,Large-branch versus family-level prerequisite strictness,Open,unknown,M-0009; LV-0012,docs/unknowns_register.md
U-0020,unknown,Main Surface Port to Main Orbital Port forwarding scope,Open,unknown,M-0006; M-0009; LV-0011,docs/unknowns_register.md
C-0005,contradiction,Planetary agriculture intent versus bugged zero-output ports,Open,bugged_live_behavior,MG-0001; M-0010; M-0013,docs/contradiction_register.md
C-0006,contradiction,Planetary-to-orbital inherited-economy passthrough looks stronger than intended,Open,suspected_bug,MG-0001; M-0006; M-0013,docs/contradiction_register.md
C-0007,contradiction,Advertised landing pads versus actual landing access,Open,ui_metadata_conflict,DM-0001; M-0009; M-0013,docs/contradiction_register.md
C-0008,contradiction,Visible Market Links topology versus actual routed influence,Open,ui_display_conflict,FW-0001; M-0006; M-0013,docs/contradiction_register.md
C-0009,contradiction,Family-level prerequisites versus large-branch dependency readings,Open,dependency_interpretation_conflict,DM-0001; DD-0001; M-0009,docs/contradiction_register.md
LV-0006,live_verification,Strong-link modifier exact values and additive stacking,Needs verification,routing,M-0006,experiments/live_verification_register.md
LV-0007,live_verification,Same-strength economy tie ordering,Needs verification,economy_ranking,M-0010,experiments/live_verification_register.md
LV-0008,live_verification,Body-specific population multipliers,Needs verification,population,M-0012,experiments/live_verification_register.md
LV-0009,live_verification,Demolition and population decay,Needs verification,population_demolition,M-0012; M-0013,experiments/live_verification_register.md
LV-0010,live_verification,Settlement pad-size divergence by variant,Needs verification,facility_metadata,M-0009; M-0013,experiments/live_verification_register.md
LV-0011,live_verification,Multi-port weak-link generation and forwarding,Needs verification,routing_multi_port,M-0006; M-0009,experiments/live_verification_register.md
LV-0012,live_verification,Large-branch prerequisite strictness,Needs verification,construction_dependencies,M-0009,experiments/live_verification_register.md
